"Dataset Name","Dataset Code","Country Name","Country Code","Indicator Name","Indicator Code","Metadata Attribute","Metadata Value","Frequency"
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Dissemination Name","Imports of Goods and Services % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Full Name","Balance of Payments, Current Account, Goods and Services, Debit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Methodology","Balance of Payments Manual, 6th Edition",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Mobile","13",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Name","Goods and Services, Debit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator SDMX Code","BMGS_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator SDMX Name","Goods and Services, Debit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Short Name","Goods and Services, Debit, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Sort Order","17",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Source Code","BMGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Source Code - Collection","BMGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Source Code - Dissemination","BMGS_GDP_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Source Code - EDD","BMGS_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Topic","External Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Debit, Percent of GDP, Percent","BMGS_BP6_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: BG_BP6, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Code","BG_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Concept","Goods",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator CTS Code","BG_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Dissemination Name","Trade Balance on Goods % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Full Name","Balance of Payments, Current Account, Goods and Services, Goods, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Methodology","Balance of Payments Manual, 6th Edition",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Mobile","22",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Name","Goods and Services, Goods, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator SDMX Code","BG_BP6_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator SDMX Name","Goods and Services, Goods, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Short Name","Goods and Services, Goods, Net, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Sort Order","22",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Source Code","BG_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Source Code - Collection","BG_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Source Code - Dissemination","BG_GDP_BP6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Source Code - EDD","BG_BP6|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Topic","External Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Goods and Services, Goods, Net, Percent of GDP, Percent","BG_BP6_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: NI, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Code","NI_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Concept","Gross Capital Formation, Nominal",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator CTS Code","NI",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Dissemination Name","Investment % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Full Name","National Accounts, Gross Capital Formation, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Mobile","15",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Name","Gross Capital Formation, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator SDMX Code","NI_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator SDMX Name","Gross Capital Formation, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Short Name","Gross Capital Formation, Nominal, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Sort Order","6",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Source Code","NI|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Source Code - Collection","NI|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Source Code - Dissemination","NI_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Source Code - EDD","NI|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Topic","Real Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Capital Formation, Nominal, Percent of GDP, Percent","NI_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Alternate Publication Codes","E-Library Concept: GGXWDG_G01, Unit: PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Code","GGXWDG_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Concept","Gross debt position (Gen. Govt.)",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator CTS Code","GGXWDG_G01",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Dissemination Name","Government Debt % of GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Full Name","Fiscal, General Government, Gross debt position, 2001 Manual, Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Key Indicator","Other Indicator",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Methodology","Government Finance Statistics Manual 2001",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Mobile","16",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Name","Gross debt position (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator SDMX Code","GGXWDG_G01_GDP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator SDMX Name","Gross debt position (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Short Name","Gross debt position (Gen. Govt.), Percent of GDP, Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Sort Order","12",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Source Code","GGXWDG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Source Code - Collection","GGXWDG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Source Code - Dissemination","GGXWDG_GDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Source Code - EDD","GGXWDG_G01|PGDP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Topic","Fiscal Sector",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross debt position (Gen. Govt.), Percent of GDP, Percent","GGXWDG_G01_GDP_PT","Indicator Unit","Percent",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Alternate Publication Codes","E-Library Concept: NGDP_R, Unit: PCOPP",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Code","NGDP_R_PC_PP_PT",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Concept","Gross Domestic Product",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator CTS Code","NGDP_R",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Definition","",""
"Sub-Saharan Africa Regional Economic Outlook (AFRREO)","AFRREO","","","Gross Domestic Product, Real, Percent change, Previous period, Percent","NGDP_R_PC_PP_PT","Indicator Dissemination Name","Real GDP % Change",""
